borrower_id,age,gender,education_level,village_state,occupation_type,family_members,dependents,land_size_acres,crop_type,rainfall_mm,irrigation_type,soil_quality_index,annual_yield_tonnes,shop_monthly_revenue,business_expenses,inventory_value,annual_income,mobile_transactions_per_month,loan_amount_requested,previous_loans,previous_defaults,loan_repayment_status
R0655,21,Female,Primary,Bihar,Daily Wage,2,1,0,None,0,NA,0,0,222653.58,111532.94,71113.02,126186.39,20,95178,3,0,1
R0656,59,Female,Secondary,Gujarat,Farmer,2,0,2.33,Pulses,967.8,Rain-fed,68,4.04,0,0,0,64233.05,23,132733,1,0,0
R0657,58,Female,Graduate,Telangana,Farmer,7,5,4.46,Pulses,833.2,Canal,90,7.06,0,0,0,237041.68,25,47918,1,0,1
R0658,25,Female,Primary,Telangana,Farmer,3,2,8.04,Groundnut,994.6,Rain-fed,59,15.96,0,0,0,277535.28,26,49140,1,0,1
R0659,42,Female,Secondary,Karnataka,Farmer,3,2,1.1,Millets,1087.5,Borewell,47,1.64,0,0,0,61000.74,22,75995,1,0,1
R0660,36,Female,Secondary,Karnataka,Daily Wage,8,4,0,None,0,NA,0,0,119710.03,92993.54,30879.07,59981.65,18,31822,0,0,0
R0661,48,Female,Graduate,Andhra Pradesh,Daily Wage,8,1,0,None,0,NA,0,0,190621.76,150650.57,35839.53,60686.96,18,104913,0,0,0
R0662,30,Male,Graduate,Tamil Nadu,Farmer,3,2,4.69,Groundnut,903,Rain-fed,86,7.8,0,0,0,119758.51,12,131212,1,0,1
R0663,28,Male,Primary,Tamil Nadu,Farmer,5,0,8.19,Pulses,1109.6,Borewell,58,12.33,0,0,0,302110.18,24,169443,1,1,1
R0664,46,Female,Secondary,Uttar Pradesh,Farmer,3,2,2.67,Millets,700.9,Canal,66,4.21,0,0,0,80809.92,24,84545,3,0,1
R0665,63,Female,Primary,Maharashtra,Shopkeeper,8,0,0,None,0,NA,0,0,203052.03,162095.17,40468.36,78577.6,18,64721,0,0,1
R0666,40,Female,Primary,Telangana,Shopkeeper,5,0,0,None,0,NA,0,0,160486.83,78294.14,10015.89,119642.74,25,58528,1,0,1
R0667,60,Female,Primary,Madhya Pradesh,Shopkeeper,7,5,0,None,0,NA,0,0,88887.26,37958.58,60682.04,88792.92,19,117107,2,0,0
R0668,42,Male,Graduate,Kerala,Shopkeeper,6,1,0,None,0,NA,0,0,143719.66,79035.75,53493.14,96245.45,13,199036,3,0,0
R0669,59,Female,Graduate,Karnataka,Daily Wage,8,6,0,None,0,NA,0,0,115854.8,48836.53,23291.27,78187.01,18,88012,2,1,0
R0670,44,Male,Graduate,Odisha,Farmer,4,1,5.74,Pulses,1265.5,Borewell,88,8.93,0,0,0,269914.72,20,177226,1,1,0
R0671,54,Female,Secondary,Tamil Nadu,Dairy,4,3,0,None,0,NA,0,0,62378.57,44364.79,42251.35,57679,24,121527,0,0,0
R0672,43,Female,Secondary,Uttar Pradesh,Daily Wage,2,0,0,None,0,NA,0,0,298112.55,221501.27,16815.68,107802.44,18,98592,0,0,0
R0673,56,Male,Primary,Gujarat,Dairy,3,2,0,None,0,NA,0,0,116341.06,84643.67,33613.14,66523.1,16,41592,1,0,0
R0674,65,Male,Secondary,Madhya Pradesh,Farmer,3,0,6.03,Pulses,947.1,Rain-fed,69,7.81,0,0,0,221275.62,18,183901,1,0,0
R0675,25,Male,Primary,Maharashtra,Farmer,3,1,1.24,Millets,634.8,Borewell,77,2.03,0,0,0,41175.74,11,80671,3,0,0
R0676,60,Female,Secondary,Gujarat,Daily Wage,5,3,0,None,0,NA,0,0,136896.31,63754.63,64821.3,86816.62,22,41991,1,0,0
R0677,49,Male,Graduate,Odisha,Farmer,2,0,0.81,Sugarcane,936.2,Canal,75,0.76,0,0,0,47156.52,15,32249,0,0,0
R0678,46,Male,Primary,Andhra Pradesh,Farmer,4,0,1.62,Corn,1160.7,Canal,63,2.71,0,0,0,82259.88,16,79125,2,0,0
R0679,29,Female,Graduate,Maharashtra,Farmer,4,2,8.28,Groundnut,622.3,Rain-fed,40,14.29,0,0,0,218552.18,23,82752,2,1,1
R0680,50,Female,Primary,Bihar,Farmer,4,3,7.34,Sugarcane,579.9,Rain-fed,88,12.15,0,0,0,380634.95,23,56481,3,0,1
R0681,29,Female,Secondary,Andhra Pradesh,Farmer,7,4,2.71,Millets,728.7,Borewell,61,3.91,0,0,0,99025.19,9,192460,0,0,0
R0682,48,Female,None,Uttar Pradesh,Farmer,3,2,6.49,Corn,919.5,Borewell,75,15.71,0,0,0,221264.1,9,96677,0,0,1
R0683,25,Male,Secondary,Bihar,Dairy,8,0,0,None,0,NA,0,0,287467.13,131222.89,63446.11,169504.72,24,136704,1,0,0
R0684,21,Male,Graduate,Uttar Pradesh,Farmer,3,0,2.46,Groundnut,823.9,Borewell,45,5.89,0,0,0,139496.49,26,167406,2,0,1
R0685,21,Female,Primary,Madhya Pradesh,Farmer,2,1,1.36,Wheat,833.8,Rain-fed,74,1.25,0,0,0,45412.52,17,90513,2,0,1
R0686,25,Male,Graduate,Kerala,Farmer,7,1,9.63,Sugarcane,959.5,Borewell,41,21.04,0,0,0,339793.97,14,70372,0,0,1
R0687,26,Female,Primary,Telangana,Farmer,4,2,8.36,Wheat,683.1,Rain-fed,43,10.95,0,0,0,382150.67,21,91625,1,0,1
R0688,51,Female,Primary,Andhra Pradesh,Shopkeeper,4,3,0,None,0,NA,0,0,257759.44,124145.98,42832.85,167641.62,15,180226,0,0,0
R0689,46,Male,Primary,Maharashtra,Farmer,6,5,7.75,Sugarcane,1159.2,Borewell,59,6.53,0,0,0,368914.54,17,133668,3,0,1
R0690,52,Male,Primary,Telangana,Farmer,3,0,4.53,Groundnut,678.6,Rain-fed,42,5.48,0,0,0,160689.47,12,80656,3,0,0
R0691,61,Male,None,Maharashtra,Shopkeeper,5,2,0,None,0,NA,0,0,81542.28,62325.25,10423.29,43732.84,14,187430,3,0,0
R0692,33,Female,Primary,Maharashtra,Farmer,6,4,1.35,Wheat,1032.5,Rain-fed,93,2.33,0,0,0,74761.85,21,63228,2,0,1
R0693,52,Female,Graduate,Uttar Pradesh,Dairy,7,2,0,None,0,NA,0,0,99895.05,76579.11,32948.67,44478.41,24,191851,3,0,0
R0694,40,Female,Primary,Tamil Nadu,Farmer,6,2,7.07,Rice,738.6,Canal,78,14.53,0,0,0,310352.99,26,73701,0,0,1
R0695,63,Male,Secondary,Madhya Pradesh,Farmer,7,5,4.23,Wheat,593.5,Borewell,90,8.73,0,0,0,240130,19,193464,0,0,1
R0696,62,Female,None,Uttar Pradesh,Daily Wage,8,6,0,None,0,NA,0,0,166764.58,99328.21,34615.49,104722.82,21,168007,2,0,0
R0697,64,Male,Primary,Andhra Pradesh,Farmer,3,1,7.56,Corn,860.7,Borewell,83,10.44,0,0,0,282349.17,25,164969,2,0,1
R0698,60,Female,Primary,Tamil Nadu,Farmer,5,2,5.18,Cotton,931.9,Rain-fed,40,10.67,0,0,0,270416.16,25,38715,3,0,1
R0699,52,Female,Secondary,Telangana,Shopkeeper,7,5,0,None,0,NA,0,0,156450.31,104743.87,41524.53,84175.33,18,61691,1,1,0
R0700,24,Male,Graduate,Kerala,Daily Wage,8,3,0,None,0,NA,0,0,239848.66,148293.24,24284.51,110312.76,23,66725,2,0,0
R0701,64,Female,Secondary,Uttar Pradesh,Service Provider,5,0,0,None,0,NA,0,0,292145.09,200426.14,76999.44,114532.1,20,119258,0,0,0
R0702,40,Female,Primary,Madhya Pradesh,Farmer,7,4,3.93,Rice,1014.3,Rain-fed,86,7.87,0,0,0,118241.58,19,65017,0,0,1
R0703,46,Female,None,Karnataka,Farmer,3,1,5.93,Rice,1092.1,Rain-fed,87,10.3,0,0,0,154925.88,23,154313,3,0,0
R0704,32,Male,Primary,Karnataka,Farmer,7,5,5.06,Rice,992.5,Borewell,77,10.67,0,0,0,298623.06,21,140239,2,0,1
R0705,50,Male,Secondary,Karnataka,Farmer,8,5,2.75,Wheat,830.1,Borewell,89,6.01,0,0,0,120704.36,18,175273,3,0,0
R0706,57,Male,Graduate,Andhra Pradesh,Farmer,2,1,8.55,Wheat,745.5,Rain-fed,90,11.78,0,0,0,468420.19,13,174083,0,0,1
R0707,48,Male,Secondary,Kerala,Farmer,5,0,1.03,Rice,844,Canal,58,1.11,0,0,0,49712.09,20,63403,3,1,0
R0708,34,Male,Primary,Gujarat,Daily Wage,8,6,0,None,0,NA,0,0,110819.01,46167.08,32544.73,91444.27,26,104017,0,0,0
R0709,63,Male,Secondary,Gujarat,Farmer,6,1,0.62,Wheat,644.2,Rain-fed,77,1.5,0,0,0,30237.28,28,74014,1,0,1
R0710,46,Female,Primary,Bihar,Daily Wage,3,0,0,None,0,NA,0,0,72678.4,50179.63,18491.21,41582.02,20,132099,0,0,0
R0711,57,Female,Graduate,Odisha,Farmer,8,5,8.91,Sugarcane,820.6,Canal,49,16.48,0,0,0,523843.44,24,62644,2,0,1
R0712,20,Male,Primary,Maharashtra,Farmer,8,0,2.36,Cotton,679.5,Rain-fed,80,4.56,0,0,0,106047.03,21,119872,0,0,1
R0713,62,Female,Secondary,Gujarat,Shopkeeper,4,2,0,None,0,NA,0,0,140266.21,85243.29,23828.91,89178.15,15,104162,3,0,1
R0714,22,Female,Graduate,Tamil Nadu,Shopkeeper,7,1,0,None,0,NA,0,0,217993.79,125365.34,29372.79,119373.59,18,186850,3,0,0
R0715,41,Female,Primary,Tamil Nadu,Farmer,8,0,1.2,Rice,487,Rain-fed,75,2.46,0,0,0,25762.22,20,186491,1,0,0
R0716,57,Female,Graduate,Maharashtra,Farmer,3,0,2.58,Corn,905.7,Rain-fed,86,2.12,0,0,0,108650.5,23,44519,2,0,1
R0717,32,Male,Secondary,Telangana,Daily Wage,2,0,0,None,0,NA,0,0,293390.73,178148.08,52993.04,132340.94,20,42732,1,0,0
R0718,27,Female,Primary,Tamil Nadu,Daily Wage,3,1,0,None,0,NA,0,0,85478.48,62825.74,26787.4,38501.49,20,40531,1,0,0
R0719,59,Female,None,Andhra Pradesh,Farmer,3,0,4.09,Pulses,703,Borewell,60,3.53,0,0,0,90428.91,25,37676,3,0,1
R0720,22,Male,Primary,Odisha,Farmer,3,1,6.48,Corn,939.7,Rain-fed,95,10.01,0,0,0,348363.11,17,36787,3,0,1
R0721,50,Male,Secondary,Telangana,Farmer,8,5,4.91,Pulses,1334,Canal,85,8.69,0,0,0,163488.6,17,92356,3,0,1
R0722,37,Female,Graduate,Uttar Pradesh,Farmer,6,5,2.59,Cotton,615.3,Rain-fed,68,2.51,0,0,0,131219.34,26,149147,3,0,1
R0723,44,Male,Primary,Karnataka,Daily Wage,2,0,0,None,0,NA,0,0,128449.39,83788.59,41895.47,69121.32,24,84067,2,0,0
R0724,57,Male,Secondary,Gujarat,Farmer,4,3,4.61,Pulses,1074.7,Canal,91,8.47,0,0,0,192957.46,16,174848,2,0,1
R0725,48,Male,Secondary,Kerala,Farmer,4,0,5.27,Wheat,893.9,Canal,90,9.23,0,0,0,213907.65,13,193826,1,1,1
R0726,22,Male,Primary,Karnataka,Farmer,4,2,8.25,Corn,1174,Borewell,52,7.72,0,0,0,390427.71,28,51440,1,0,1
R0727,54,Female,Secondary,Maharashtra,Daily Wage,4,2,0,None,0,NA,0,0,199613.17,141034.47,38449.16,94973.83,22,82648,3,0,0
R0728,61,Male,Secondary,Gujarat,Daily Wage,8,2,0,None,0,NA,0,0,108430.79,82790.23,63228,55932.51,17,158597,1,0,0
R0729,50,Male,Secondary,Odisha,Shopkeeper,6,3,0,None,0,NA,0,0,173797.91,85215.86,53163.54,99792.07,18,55153,3,0,1
R0730,32,Female,Primary,Madhya Pradesh,Farmer,5,4,1.82,Sugarcane,573.4,Borewell,59,4.5,0,0,0,51622.29,14,160740,0,0,0
R0731,62,Female,Primary,Karnataka,Daily Wage,5,3,0,None,0,NA,0,0,162121.36,101514.94,11470.64,71639.36,19,180491,2,0,1
R0732,22,Male,Graduate,Telangana,Dairy,4,3,0,None,0,NA,0,0,80809.58,49725.79,73926.08,52722.97,25,189017,1,0,0
R0733,44,Male,None,Gujarat,Shopkeeper,6,3,0,None,0,NA,0,0,240341.6,186633.37,57363.21,74610.35,29,86469,2,1,0
R0734,55,Male,Secondary,Maharashtra,Farmer,6,3,2.39,Millets,1103.5,Rain-fed,58,5.69,0,0,0,67379.11,24,40845,1,0,1
R0735,49,Male,Secondary,Karnataka,Daily Wage,3,1,0,None,0,NA,0,0,152933.55,78471.15,31314.33,113950.81,22,196025,3,0,0
R0736,28,Female,Secondary,Gujarat,Farmer,5,1,2.45,Millets,1054.1,Borewell,92,3.53,0,0,0,127580.34,19,60712,3,0,1
R0737,39,Male,Secondary,Odisha,Farmer,5,2,9.92,Groundnut,1129.2,Canal,44,14.58,0,0,0,439738.27,19,68816,1,0,1
R0738,51,Female,Secondary,Gujarat,Farmer,7,0,8.87,Groundnut,744.5,Borewell,62,7.98,0,0,0,283814.95,20,90316,2,0,1
R0739,31,Female,Primary,Tamil Nadu,Farmer,6,5,4.15,Sugarcane,778.5,Borewell,84,7.44,0,0,0,229801.01,15,143006,0,0,1
R0740,22,Male,Primary,Telangana,Farmer,7,4,9.2,Cotton,872.5,Canal,71,13.92,0,0,0,442003.91,19,31250,0,0,1
R0741,24,Male,Secondary,Odisha,Farmer,4,3,2.9,Rice,1114.1,Rain-fed,69,2.51,0,0,0,100717.01,20,151935,0,0,0
R0742,63,Female,Primary,Madhya Pradesh,Farmer,5,1,0.6,Wheat,1154.4,Rain-fed,85,1.07,0,0,0,31147.31,26,110768,2,0,0
R0743,49,Male,Secondary,Andhra Pradesh,Dairy,3,2,0,None,0,NA,0,0,152652.22,120088.82,58801.64,45060.09,26,41688,1,0,1
R0744,30,Male,Secondary,Maharashtra,Farmer,3,1,7.54,Sugarcane,460.3,Borewell,44,17.28,0,0,0,212324.77,25,39284,0,0,1
R0745,29,Female,Primary,Karnataka,Daily Wage,7,0,0,None,0,NA,0,0,293242.87,177425.45,30361.38,139899.63,26,62755,1,0,1
R0746,60,Male,Secondary,Madhya Pradesh,Shopkeeper,5,0,0,None,0,NA,0,0,90977.1,47230.19,64603.37,67895.7,16,86564,0,0,0
R0747,32,Male,Graduate,Karnataka,Farmer,3,0,0.77,Rice,1163.9,Rain-fed,61,1.85,0,0,0,25965.22,19,197231,0,0,0
R0748,26,Male,None,Telangana,Daily Wage,6,0,0,None,0,NA,0,0,72042.08,31603.26,60431.97,58893.57,15,33714,2,0,1
R0749,33,Female,None,Madhya Pradesh,Farmer,3,0,2.15,Millets,804.2,Canal,81,3.43,0,0,0,95107.13,19,163195,0,0,1
R0750,49,Male,Secondary,Andhra Pradesh,Farmer,4,2,8.91,Millets,971.9,Borewell,59,7.29,0,0,0,449737.56,27,121042,3,0,1
R0751,54,Male,Graduate,Kerala,Dairy,6,2,0,None,0,NA,0,0,174476.01,96953.43,72119.72,114340.59,18,187574,3,0,0
R0752,64,Male,Primary,Karnataka,Dairy,8,5,0,None,0,NA,0,0,290894.04,175578.88,41697.74,133675.99,31,128571,3,1,0
R0753,57,Female,Secondary,Madhya Pradesh,Farmer,7,1,7.19,Rice,702.9,Rain-fed,54,10.7,0,0,0,431052.85,11,44037,0,0,1
R0754,47,Male,None,Bihar,Farmer,3,1,2.42,Millets,706.1,Borewell,53,2.57,0,0,0,90949.69,20,83798,0,0,1
R0755,58,Female,None,Karnataka,Farmer,4,0,9.79,Corn,848.7,Rain-fed,88,23.92,0,0,0,565747.41,18,184631,1,0,1
R0756,35,Male,None,Odisha,Daily Wage,7,1,0,None,0,NA,0,0,61484.12,44531.31,76385.87,29692.58,20,73797,1,0,0
R0757,40,Male,Secondary,Gujarat,Farmer,2,1,2.33,Sugarcane,792.4,Rain-fed,53,3.65,0,0,0,111179.11,17,120665,0,0,1
R0758,55,Male,Secondary,Tamil Nadu,Farmer,5,3,7.36,Cotton,664.8,Rain-fed,67,18.12,0,0,0,398416.58,20,68634,1,0,1
R0759,60,Male,Graduate,Kerala,Dairy,5,0,0,None,0,NA,0,0,190508.9,129162.76,46061.69,101054.7,21,161266,2,0,0
R0760,48,Female,Secondary,Odisha,Daily Wage,5,1,0,None,0,NA,0,0,100911,55885.15,34287.13,67980.06,24,164982,3,1,0
R0761,25,Female,Secondary,Bihar,Farmer,6,5,4.11,Corn,832.9,Canal,69,7.32,0,0,0,138436.22,25,68145,3,0,1
R0762,41,Male,Primary,Gujarat,Farmer,3,0,5.26,Pulses,556.6,Canal,71,4.29,0,0,0,241601.8,20,194385,3,0,0
R0763,43,Female,Primary,Gujarat,Farmer,6,0,0.87,Wheat,906.5,Borewell,64,1.54,0,0,0,47447.42,14,177557,1,0,0
R0764,36,Female,Secondary,Odisha,Farmer,7,5,1.05,Millets,1226.3,Borewell,67,1.5,0,0,0,24882.88,19,177400,1,0,1
R0765,43,Male,Secondary,Uttar Pradesh,Service Provider,4,3,0,None,0,NA,0,0,118558.87,93269.52,77069.67,42718.3,18,194326,1,0,0
R0766,62,Male,None,Maharashtra,Farmer,2,1,6.07,Wheat,1024.4,Rain-fed,73,9.43,0,0,0,199338.08,20,76491,3,0,1
R0767,64,Female,Graduate,Odisha,Shopkeeper,7,3,0,None,0,NA,0,0,236753.56,99593.45,13450.61,158748.74,18,113473,3,0,0
R0768,25,Male,Secondary,Uttar Pradesh,Daily Wage,8,5,0,None,0,NA,0,0,136976.06,65324.32,31662.87,110898.87,19,128013,2,0,0
R0769,45,Female,Graduate,Maharashtra,Farmer,8,7,1.16,Millets,1131.9,Canal,73,2.13,0,0,0,27310.03,22,131344,2,0,1
R0770,43,Male,Primary,Telangana,Service Provider,3,2,0,None,0,NA,0,0,237499.48,115041.89,68913.54,133368.2,25,66990,3,0,1
R0771,32,Male,Secondary,Telangana,Dairy,3,1,0,None,0,NA,0,0,92106.75,71965.11,15086.59,36114.44,18,122616,3,0,0
R0772,26,Male,Primary,Andhra Pradesh,Farmer,5,0,3.75,Cotton,1094.6,Canal,70,3.8,0,0,0,118459.2,16,99895,0,0,1
R0773,37,Male,Secondary,Uttar Pradesh,Farmer,2,0,8.02,Millets,705.2,Borewell,78,11.42,0,0,0,285806.31,24,41566,2,0,1
R0774,41,Female,Primary,Karnataka,Daily Wage,4,2,0,None,0,NA,0,0,136056.99,68942.5,45414.81,100446.33,18,83182,2,0,0
R0775,23,Female,Secondary,Karnataka,Daily Wage,2,1,0,None,0,NA,0,0,74617.33,50786.5,10687.93,46106.31,18,160262,3,0,0
R0776,28,Male,None,Bihar,Dairy,6,2,0,None,0,NA,0,0,132982.71,96366.03,30574.17,60006.47,23,197853,1,0,0
R0777,62,Female,Primary,Odisha,Dairy,3,0,0,None,0,NA,0,0,114038.65,75827.4,52677.73,75664.2,15,126606,2,1,0
R0778,22,Female,Primary,Uttar Pradesh,Farmer,6,3,6.32,Wheat,1040.7,Canal,62,8.01,0,0,0,246337.15,18,181130,3,0,0
R0779,26,Female,Secondary,Kerala,Daily Wage,7,1,0,None,0,NA,0,0,196633.2,128340.32,46312.35,79827.85,16,82740,0,0,1
R0780,25,Female,Graduate,Uttar Pradesh,Farmer,8,7,4.74,Wheat,903.5,Borewell,70,6.39,0,0,0,143737.21,19,187717,1,0,1
R0781,62,Male,Primary,Andhra Pradesh,Farmer,7,0,9.33,Millets,631.2,Canal,89,21.23,0,0,0,450684,24,49374,1,0,1
R0782,62,Male,None,Uttar Pradesh,Shopkeeper,6,5,0,None,0,NA,0,0,214537.91,157412.88,50414.74,86517.25,19,35844,0,0,0
R0783,41,Male,Secondary,Bihar,Shopkeeper,6,0,0,None,0,NA,0,0,213351.13,92291.19,40451.02,139839.59,21,147579,3,0,0
R0784,44,Female,Primary,Tamil Nadu,Farmer,2,1,1.35,Cotton,799.9,Rain-fed,87,1.32,0,0,0,34857.84,26,109434,2,0,1
R0785,44,Male,None,Kerala,Daily Wage,6,1,0,None,0,NA,0,0,85610.84,56487.95,70759.97,63968.47,22,49107,3,0,0
R0786,63,Male,Secondary,Odisha,Farmer,6,1,0.59,Groundnut,987.7,Rain-fed,60,0.52,0,0,0,17876.51,14,95460,2,0,0
R0787,49,Male,Primary,Bihar,Daily Wage,7,5,0,None,0,NA,0,0,286315.87,184430.49,68448.16,133195.93,17,87964,0,0,0
R0788,39,Male,Graduate,Kerala,Farmer,7,4,8.37,Groundnut,964.2,Borewell,58,7.05,0,0,0,400651.47,22,51819,3,1,1
R0789,29,Male,Secondary,Tamil Nadu,Daily Wage,2,0,0,None,0,NA,0,0,216044.92,171322.12,73827.3,67896.72,9,170486,3,0,0
R0790,30,Male,Primary,Odisha,Dairy,5,3,0,None,0,NA,0,0,228359.78,133302.16,13857.11,117864.46,20,138985,3,0,0
R0791,38,Female,Secondary,Tamil Nadu,Farmer,6,3,3.57,Rice,867.1,Borewell,94,4.75,0,0,0,146415.45,18,90398,2,0,1
R0792,28,Female,Primary,Gujarat,Farmer,3,0,7.61,Rice,1125,Borewell,63,15.34,0,0,0,233822.8,17,141437,0,0,1
R0793,29,Female,Secondary,Madhya Pradesh,Farmer,3,0,9.75,Sugarcane,1153.1,Rain-fed,43,8.46,0,0,0,428096.11,19,43085,2,0,1
R0794,60,Female,None,Tamil Nadu,Farmer,3,1,7.04,Sugarcane,1099.2,Borewell,81,8.56,0,0,0,259438.33,16,62724,3,0,1
R0795,62,Male,Graduate,Gujarat,Farmer,7,3,6.71,Pulses,1005.9,Rain-fed,40,6.53,0,0,0,378744.74,19,122901,0,0,1
R0796,51,Male,Secondary,Maharashtra,Farmer,6,3,7.58,Sugarcane,940.1,Canal,64,13.57,0,0,0,208174.12,15,39690,3,0,1
R0797,40,Male,Primary,Odisha,Farmer,8,0,8.27,Groundnut,836.2,Borewell,44,14.88,0,0,0,443387.18,21,85546,0,0,1
R0798,33,Male,Graduate,Telangana,Farmer,7,1,4.75,Pulses,1118.9,Rain-fed,47,6.01,0,0,0,100055.59,23,128729,1,0,0
R0799,25,Female,None,Maharashtra,Farmer,2,1,5.67,Millets,558.3,Rain-fed,82,11.69,0,0,0,266542.35,16,51439,1,0,1
R0800,53,Female,Secondary,Uttar Pradesh,Farmer,3,2,3.47,Pulses,976.6,Borewell,78,7.84,0,0,0,203027.28,22,47961,1,0,1
R0801,22,Male,Primary,Maharashtra,Dairy,4,1,0,None,0,NA,0,0,255084.23,161086.35,53279.95,127441.74,11,174645,1,0,0
R0802,59,Female,Secondary,Andhra Pradesh,Shopkeeper,4,3,0,None,0,NA,0,0,128672.41,84432.12,31991.34,82979.42,15,59901,1,0,1
R0803,36,Female,Secondary,Telangana,Dairy,2,1,0,None,0,NA,0,0,116491.98,69632.89,74038.45,63210.52,20,54924,1,0,0
R0804,61,Male,Secondary,Madhya Pradesh,Farmer,4,3,9.66,Cotton,739,Canal,44,18.34,0,0,0,283184.5,15,130926,0,0,1
R0805,63,Female,Primary,Andhra Pradesh,Service Provider,2,1,0,None,0,NA,0,0,241158.59,126315.26,41358.02,137007.48,17,125981,2,0,0
R0806,37,Male,Primary,Andhra Pradesh,Dairy,3,1,0,None,0,NA,0,0,120557.46,92361,28597.99,65070.93,13,184188,0,0,0
R0807,39,Female,Secondary,Andhra Pradesh,Daily Wage,7,4,0,None,0,NA,0,0,100499.87,79126.64,41701.84,59744.68,22,62011,2,0,0
R0808,30,Female,Primary,Madhya Pradesh,Farmer,8,6,1.71,Rice,785.3,Borewell,83,1.79,0,0,0,41358.77,19,54035,1,0,1
R0809,56,Female,Graduate,Maharashtra,Shopkeeper,7,2,0,None,0,NA,0,0,91276.9,60002.84,23802.81,44202.36,25,141490,1,0,0
R0810,49,Male,Graduate,Gujarat,Farmer,8,7,3.12,Millets,844.7,Borewell,73,5.35,0,0,0,146905.11,22,75237,1,0,0
R0811,39,Female,Secondary,Karnataka,Farmer,7,0,2.78,Wheat,889.4,Borewell,50,6.43,0,0,0,118928.1,15,144630,0,0,1
R0812,38,Female,Graduate,Maharashtra,Service Provider,5,4,0,None,0,NA,0,0,295189.31,234451.24,58067.5,78046.51,24,162719,1,0,0
R0813,63,Male,None,Madhya Pradesh,Farmer,3,2,4.54,Pulses,789.8,Borewell,55,10.66,0,0,0,160322.54,22,104420,0,0,1
R0814,30,Male,None,Telangana,Farmer,8,2,9.55,Millets,1113.8,Canal,71,22.84,0,0,0,550366.83,23,41438,1,0,1
R0815,63,Male,Graduate,Odisha,Farmer,8,1,5.09,Corn,745.3,Rain-fed,53,6.39,0,0,0,287525.6,22,73716,3,0,1
R0816,61,Male,Graduate,Gujarat,Farmer,8,7,0.56,Groundnut,1190,Canal,61,0.59,0,0,0,29635.28,16,98884,2,0,0
R0817,31,Female,None,Karnataka,Farmer,5,3,5.53,Sugarcane,614.8,Rain-fed,66,10.03,0,0,0,134368.06,17,199890,3,1,0
R0818,36,Male,Primary,Gujarat,Farmer,4,2,2.23,Corn,762.7,Canal,46,4.3,0,0,0,130718.02,27,165169,3,0,1
R0819,47,Male,Graduate,Karnataka,Farmer,7,1,3.21,Sugarcane,731.3,Canal,65,3.31,0,0,0,189703.06,32,80902,2,0,1
R0820,32,Female,Graduate,Uttar Pradesh,Farmer,2,1,5.21,Sugarcane,843,Canal,60,11.39,0,0,0,183040.97,13,196835,3,0,0
R0821,21,Male,Primary,Telangana,Farmer,2,0,8.38,Millets,800.2,Borewell,78,15.67,0,0,0,307097.15,25,41912,0,0,1
R0822,38,Female,None,Gujarat,Shopkeeper,5,1,0,None,0,NA,0,0,73590.13,32979.51,50653.8,78473.52,20,105801,1,0,0
R0823,36,Male,Secondary,Uttar Pradesh,Shopkeeper,3,1,0,None,0,NA,0,0,230060.05,159373.89,22177.46,91522.64,22,91462,0,0,0
R0824,52,Male,Graduate,Tamil Nadu,Shopkeeper,6,5,0,None,0,NA,0,0,188351.87,150397.05,43217.35,72436.52,19,131221,1,0,0
R0825,37,Male,Primary,Telangana,Farmer,6,1,0.98,Millets,856.8,Canal,73,1.79,0,0,0,44296.73,19,45905,1,0,1
R0826,23,Female,None,Uttar Pradesh,Farmer,2,1,9.46,Millets,1087.5,Canal,55,7.84,0,0,0,519745.37,16,155126,0,0,1
R0827,20,Male,Secondary,Uttar Pradesh,Farmer,3,1,9.13,Wheat,913.6,Rain-fed,67,9.83,0,0,0,533099.14,19,54459,2,0,1
R0828,39,Male,Secondary,Andhra Pradesh,Daily Wage,7,4,0,None,0,NA,0,0,62068.56,25323.3,51062.12,60407.11,20,101857,1,0,0
R0829,43,Female,Secondary,Tamil Nadu,Farmer,3,2,8.93,Sugarcane,496,Borewell,80,18.04,0,0,0,336730.19,23,168234,0,0,1
R0830,61,Male,Secondary,Tamil Nadu,Service Provider,2,0,0,None,0,NA,0,0,201223.5,97453.6,26570.43,132610.81,25,73911,2,0,0
R0831,32,Male,None,Maharashtra,Shopkeeper,5,4,0,None,0,NA,0,0,268082.79,179000.84,41365.98,113718.96,16,90986,2,0,0
R0832,65,Male,None,Madhya Pradesh,Service Provider,5,4,0,None,0,NA,0,0,298954.84,177003.21,44011.99,148927.18,27,106692,0,0,1
R0833,37,Male,None,Kerala,Daily Wage,6,0,0,None,0,NA,0,0,232487.82,147512.17,44465.69,100745.12,19,185523,1,0,0
R0834,63,Male,Primary,Telangana,Shopkeeper,6,3,0,None,0,NA,0,0,140497.64,109715.39,47313.87,59728.58,21,93890,3,0,0
R0835,31,Male,Secondary,Telangana,Farmer,6,5,9.32,Groundnut,949.2,Borewell,72,14.54,0,0,0,476432.8,16,99076,2,0,1
R0836,65,Female,None,Odisha,Farmer,3,0,3.27,Sugarcane,739.5,Rain-fed,57,7.77,0,0,0,158323.17,19,44316,2,0,1
R0837,35,Male,None,Odisha,Shopkeeper,7,2,0,None,0,NA,0,0,296298.22,197501.41,29978.28,126371.06,15,71727,2,0,0
